אבובו	bound	אבוב
אבובי	bound	אבוב
אבוביה	bound	אבוב
אבוביהם	bound	אבוב
אבוביהן	bound	אבוב
אבוביו	bound	אבוב
אבוביי	bound	אבוב
אבובייך	bound	אבוב
אבוביך	bound	אבוב
אבוביכם	bound	אבוב
אבוביכן	bound	אבוב
אבובים	plain	אבוב
אבובינו	bound	אבוב
אבובך	bound	אבוב
אבובכם	bound	אבוב
אבובכן	bound	אבוב
אבובם	bound	אבוב
אבובן	bound	אבוב
אבובנו	bound	אבוב
אבוגדרו	name	שונות
אבוד	base	אבד,אבוד
אבודד	plain	בודד
אבודה	plain	אבוד
אבודות	plain	אבוד
אבודי	bound	אבוד
אבודים	plain	אבוד
אבודל	plain	בודל
אבודנה	plain	אבד
אבודר	plain	בודר
אבודת	bound	אבוד
אבוז	plain	בז
אבוזבז	plain	בוזבז
אבוזה	plain	בוזה
אבוזר	plain	בוזר
אבוטא	plain	בוטא
אבוטח	plain	בוטח
אבוטל	plain	בוטל
אבוי	plain	שונות
אבויל	plain	בויל
אבוים	plain	בוים
אבויש	plain	בויש
אבוית	plain	בוית
אבוך	plain	נבוך
אבול	plain	נבל
אבולבל	plain	בולבל
אבולגן	plain	בולגן
אבולוציה	base	אבולוציה
אבולוציוני	base	אבולוציוני
אבולוציוניות	plain	אבולוציוני
אבולוציוניי	bound	אבולוציוני
אבולוציוניים	plain	אבולוציוני
אבולוציונית	plain	אבולוציוני
אבולוציות	plain	אבולוציה
אבולוציותיה	bound	אבולוציה
אבולוציותיהם	bound	אבולוציה
אבולוציותיהן	bound	אבולוציה
אבולוציותיו	bound	אבולוציה
אבולוציותיי	bound	אבולוציה
אבולוציותייך	bound	אבולוציה
אבולוציותיך	bound	אבולוציה
אבולוציותיכם	bound	אבולוציה
אבולוציותיכן	bound	אבולוציה
אבולוציותינו	bound	אבולוציה
אבולוציית	bound	אבולוציה
אבולוצייתה	bound	אבולוציה
אבולוצייתו	bound	אבולוציה
אבולוצייתי	bound	אבולוציה
אבולוצייתך	bound	אבולוציה
אבולוצייתכם	bound	אבולוציה
אבולוצייתכן	bound	אבולוציה
אבולוצייתם	bound	אבולוציה
אבולוצייתן	bound	אבולוציה
אבולוצייתנו	bound	אבולוציה
אבונאם	plain	בונאם
אבוס	base	אבוס
אבוסה	plain	אבוס
אבוסו	bound	אבוס
אבוסות	plain	אבוס
אבוסי	bound	אבוס
אבוסיה	bound	אבוס
אבוסיהם	bound	אבוס
אבוסיהן	bound	אבוס
אבוסיו	bound	אבוס
אבוסיי	bound	אבוס
אבוסייך	bound	אבוס
אבוסיך	bound	אבוס
אבוסיכם	bound	אבוס
אבוסיכן	bound	אבוס
אבוסים	plain	אבוס
אבוסינו	bound	אבוס
אבוסך	bound	אבוס
אבוסכם	bound	אבוס
אבוסכן	bound	אבוס
אבוסם	plain	אבוס,בוסם
אבוסן	bound	אבוס
אבוסנו	bound	אבוס
אבוסס	plain	בוסס
אבוסת	bound	אבוס
אבוער	plain	בוער
אבוצע	plain	בוצע
אבוצר	plain	בוצר
אבוקדו	base	אבוקדו
אבוקדואה	bound	אבוקדו
אבוקדואו	bound	אבוקדו
אבוקדואי	bound	אבוקדו
אבוקדואך	bound	אבוקדו
אבוקדואכם	bound	אבוקדו
אבוקדואכן	bound	אבוקדו
אבוקדואם	bound	אבוקדו
אבוקדואן	bound	אבוקדו
אבוקדואנו	bound	אבוקדו
אבוקדות	plain	אבוקדו
אבוקדותיה	bound	אבוקדו
אבוקדותיהם	bound	אבוקדו
אבוקדותיהן	bound	אבוקדו
אבוקדותיו	bound	אבוקדו
אבוקדותיי	bound	אבוקדו
אבוקדותייך	bound	אבוקדו
אבוקדותיך	bound	אבוקדו
אבוקדותיכם	bound	אבוקדו
אבוקדותיכן	bound	אבוקדו
אבוקדותינו	bound	אבוקדו
אבוקה	base	אבוקה
אבוקות	plain	אבוקה
אבוקותיה	bound	אבוקה
אבוקותיהם	bound	אבוקה
אבוקותיהן	bound	אבוקה
אבוקותיו	bound	אבוקה
אבוקותיי	bound	אבוקה
אבוקותייך	bound	אבוקה
אבוקותיך	bound	אבוקה
אבוקותיכם	bound	אבוקה
אבוקותיכן	bound	אבוקה
אבוקותינו	bound	אבוקה
אבוקע	plain	בוקע
אבוקר	plain	בוקר
אבוקש	plain	בוקש
אבוקת	bound	אבוקה
אבוקתה	bound	אבוקה
אבוקתו	bound	אבוקה
אבוקתי	bound	אבוקה
אבוקתך	bound	אבוקה
אבוקתכם	bound	אבוקה
אבוקתכן	bound	אבוקה
אבוקתם	bound	אבוקה
אבוקתן	bound	אבוקה
אבוקתנו	bound	אבוקה
אבור	plain	ברר
אבורא	plain	בורא
אבורך	plain	בורך
אבורר	plain	בורר
אבוש	plain	בוש
אבושל	plain	בושל
אבושם	plain	בושם
אבושר	plain	בושר
אבושש	plain	בושש
אבות	plain	אב
אבותיה	bound	אב
אבותיהם	bound	אב
אבותיהן	bound	אב
אבותיו	bound	אב
אבותיי	bound	אב
אבותייך	bound	אב
אבותיך	bound	אב
אבותיכם	bound	אב
אבותיכן	bound	אב
אבותינו	bound	אב
אבותק	plain	בותק
אבותר	plain	בותר
אבזבז	plain	בזבז
אבזה	plain	ביזה
אבזוז	plain	בזז
אבזוק	plain	בזק
אבזור	base	אבזור
אבזורה	bound	אבזור
אבזורו	bound	אבזור
אבזורי	bound	אבזור
אבזוריה	bound	אבזור
אבזוריהם	bound	אבזור
אבזוריהן	bound	אבזור
אבזוריו	bound	אבזור
אבזוריי	bound	אבזור
אבזורייך	bound	אבזור
אבזוריך	bound	אבזור
אבזוריכם	bound	אבזור
אבזוריכן	bound	אבזור
אבזורים	plain	אבזור
אבזורינו	bound	אבזור
אבזורך	bound	אבזור
אבזורכם	bound	אבזור
אבזורכן	bound	אבזור
אבזורם	bound	אבזור
אבזורן	bound	אבזור
אבזורנו	bound	אבזור
אבזז	plain	נבזז
אבזיק	plain	הבזיק
אבזם	base	אבזם
אבזמה	bound	אבזם
אבזמו	bound	אבזם
אבזמי	bound	אבזם
אבזמיה	bound	אבזם
אבזמיהם	bound	אבזם
אבזמיהן	bound	אבזם
אבזמיו	bound	אבזם
אבזמיי	bound	אבזם
אבזמייך	bound	אבזם
אבזמיך	bound	אבזם
אבזמיכם	bound	אבזם
אבזמיכן	bound	אבזם
אבזמים	plain	אבזם
אבזמינו	bound	אבזם
אבזמך	bound	אבזם
אבזמכם	bound	אבזם
אבזמכן	bound	אבזם
אבזמם	bound	אבזם
אבזמן	bound	אבזם
אבזמנו	bound	אבזם
אבזק	plain	נבזק
אבזר	base	אבזר,ביזר
אבזרה	plain	אבזר
אבזרו	plain	אבזר
אבזרי	plain	אבזר
אבזריה	bound	אבזר
אבזריהם	bound	אבזר
אבזריהן	bound	אבזר
אבזריו	bound	אבזר
אבזריי	bound	אבזר
אבזרייך	bound	אבזר
אבזריך	bound	אבזר
אבזריכם	bound	אבזר
אבזריכן	bound	אבזר
אבזרים	plain	אבזר
אבזרינו	bound	אבזר
אבזרך	bound	אבזר
אבזרכם	bound	אבזר
אבזרכן	bound	אבזר
אבזרם	bound	אבזר
אבזרן	bound	אבזר
אבזרנה	plain	אבזר
אבזרנו	plain	אבזר
אבזרת	plain	אבזר
אבזרתי	plain	אבזר
אבזרתם	plain	אבזר
אבזרתן	plain	אבזר
אבחה	base	אבחה
אבחון	base	אבחון
אבחונה	bound	אבחון
אבחונו	bound	אבחון
אבחוני	bound	אבחון
אבחוניה	bound	אבחון
אבחוניהם	bound	אבחון
אבחוניהן	bound	אבחון
אבחוניו	bound	אבחון
אבחוניי	bound	אבחון
אבחונייך	bound	אבחון
אבחוניך	bound	אבחון
אבחוניכם	bound	אבחון
אבחוניכן	bound	אבחון
אבחונים	plain	אבחון
אבחונינו	bound	אבחון
אבחונך	bound	אבחון
אבחונכם	bound	אבחון
אבחונכן	bound	אבחון
אבחונם	bound	אבחון
אבחונן	bound	אבחון
אבחוננו	bound	אבחון
אבחות	plain	אבחה
אבחותיה	bound	אבחה
אבחותיהם	bound	אבחה
אבחותיהן	bound	אבחה
אבחותיו	bound	אבחה
אבחותיי	bound	אבחה
אבחותייך	bound	אבחה
אבחותיך	bound	אבחה
אבחותיכם	bound	אבחה
אבחותיכן	bound	אבחה
אבחותינו	bound	אבחה
אבחזי	plain	אבחזיה
אבחזיה	name	אבחזיה
אבחזיות	plain	אבחזיה
אבחזיי	bound	אבחזיה
אבחזיים	plain	אבחזיה
אבחזים	plain	אבחזיה
אבחזית	plain	אבחזיה
אבחיל	plain	הבחיל
אבחין	plain	הבחין
אבחל	plain	בחל
אבחן	base	אבחן,בחן,נבחן
אבחנה	base	אבחן,אבחנה
אבחנו	plain	אבחן
אבחנות	plain	אבחנה
אבחנותיה	bound	אבחנה
אבחנותיהם	bound	אבחנה
אבחנותיהן	bound	אבחנה
אבחנותיו	bound	אבחנה
אבחנותיי	bound	אבחנה
אבחנותייך	bound	אבחנה
אבחנותיך	bound	אבחנה
אבחנותיכם	bound	אבחנה
אבחנותיכן	bound	אבחנה
אבחנותינו	bound	אבחנה
אבחני	plain	אבחן
אבחנת	plain	אבחן,אבחנה
אבחנתה	bound	אבחנה
אבחנתו	bound	אבחנה
אבחנתי	base	אבחן,אבחנה,אבחנתי
אבחנתיות	plain	אבחנתי
אבחנתיי	bound	אבחנתי
אבחנתיים	plain	אבחנתי
אבחנתית	plain	אבחנתי
אבחנתך	bound	אבחנה
אבחנתכם	bound	אבחנה
אבחנתכן	bound	אבחנה
אבחנתם	plain	אבחן,אבחנה
אבחנתן	plain	אבחן,אבחנה
אבחנתנו	bound	אבחנה
אבחר	plain	בחר,נבחר
אבחש	plain	בחש,נבחש
אבחת	bound	אבחה
אבחתה	bound	אבחה
אבחתו	bound	אבחה
אבחתי	bound	אבחה
אבחתך	bound	אבחה
אבחתכם	bound	אבחה
אבחתכן	bound	אבחה
אבחתם	bound	אבחה
אבחתן	bound	אבחה
אבחתנו	bound	אבחה
אבטא	plain	ביטא
אבטוח	base	אבטוח
אבטוחה	bound	אבטוח
אבטוחו	bound	אבטוח
אבטוחי	bound	אבטוח
אבטוחיה	bound	אבטוח
אבטוחיהם	bound	אבטוח
אבטוחיהן	bound	אבטוח
אבטוחיו	bound	אבטוח
אבטוחיי	bound	אבטוח
אבטוחייך	bound	אבטוח
אבטוחיך	bound	אבטוח
אבטוחיכם	bound	אבטוח
אבטוחיכן	bound	אבטוח
אבטוחים	plain	אבטוח
אבטוחינו	bound	אבטוח
אבטוחך	bound	אבטוח
אבטוחכם	bound	אבטוח
אבטוחכן	bound	אבטוח
אבטוחם	bound	אבטוח
אבטוחן	bound	אבטוח
אבטוחנו	bound	אבטוח
אבטוש	plain	בטש
אבטח	base	אבטח,בטח,ביטח
אבטחה	base	אבטח,אבטחה
אבטחו	plain	אבטח
אבטחות	plain	אבטחה
אבטחותיה	bound	אבטחה
אבטחותיהם	bound	אבטחה
אבטחותיהן	bound	אבטחה
אבטחותיו	bound	אבטחה
אבטחותיי	bound	אבטחה
אבטחותייך	bound	אבטחה
אבטחותיך	bound	אבטחה
אבטחותיכם	bound	אבטחה
אבטחותיכן	bound	אבטחה
אבטחותינו	bound	אבטחה
אבטחי	plain	אבטח
אבטחנה	plain	אבטח
אבטחנו	plain	אבטח
אבטחת	plain	אבטח,אבטחה
אבטחתה	bound	אבטחה
אבטחתו	bound	אבטחה
אבטחתי	plain	אבטח,אבטחה
אבטחתך	bound	אבטחה
אבטחתכם	bound	אבטחה
אבטחתכן	bound	אבטחה
אבטחתם	plain	אבטח,אבטחה
אבטחתן	plain	אבטח,אבטחה
אבטחתנו	bound	אבטחה
אבטיח	base	אבטיח,הבטיח
אבטיחה	bound	אבטיח
אבטיחו	bound	אבטיח
אבטיחי	bound	אבטיח
אבטיחיה	bound	אבטיח
אבטיחיהם	bound	אבטיח
אבטיחיהן	bound	אבטיח
אבטיחיו	bound	אבטיח
אבטיחיי	bound	אבטיח
אבטיחייך	bound	אבטיח
אבטיחיך	bound	אבטיח
אבטיחיכם	bound	אבטיח
אבטיחיכן	bound	אבטיח
אבטיחים	plain	אבטיח
אבטיחינו	bound	אבטיח
אבטיחך	bound	אבטיח
אבטיחכם	bound	אבטיח
אבטיחכן	bound	אבטיח
אבטיחם	bound	אבטיח
אבטיחן	bound	אבטיח
אבטיחנו	bound	אבטיח
אבטיפוס	base	אבטיפוס
אבטל	plain	ביטל
אבטלה	base	אבטלה
אבטלות	plain	אבטלה
אבטלותיה	bound	אבטלה
אבטלותיהם	bound	אבטלה
אבטלותיהן	bound	אבטלה
אבטלותיו	bound	אבטלה
אבטלותיי	bound	אבטלה
אבטלותייך	bound	אבטלה
אבטלותיך	bound	אבטלה
אבטלותיכם	bound	אבטלה
אבטלותיכן	bound	אבטלה
אבטלותינו	bound	אבטלה
אבטלת	bound	אבטלה
אבטלתה	bound	אבטלה
אבטלתו	bound	אבטלה
אבטלתי	bound	אבטלה
אבטלתך	bound	אבטלה
אבטלתכם	bound	אבטלה
אבטלתכן	bound	אבטלה
אבטלתם	bound	אבטלה
אבטלתן	bound	אבטלה
אבטלתנו	bound	אבטלה
אביא	plain	הביא
אביאל	name	שונות
אביב	base	אביב
אביבה	bound	אביב
אביבו	bound	אביב
אביבי	base	אביב,אביבי
אביביה	bound	אביב
אביביהם	bound	אביב
אביביהן	bound	אביב
אביביו	bound	אביב
אביביות	plain	אביבי
אביביי	bound	אביב,אביבי
אביבייך	bound	אביב
אביביים	plain	אביבי
אביביך	bound	אביב
אביביכם	bound	אביב
אביביכן	bound	אביב
אביבים	plain	אביב
אביבינו	bound	אביב
אביבית	plain	אביבי
אביבך	bound	אביב
אביבכם	bound	אביב
אביבכן	bound	אביב
אביבם	bound	אביב
אביבן	bound	אביב
אביבנו	bound	אביב
אביגדור	name	שונות
אביגיל	name	שונות
אביה	bound	אב
אביהו	bound	אב,שונות
אביהם	bound	אב
אביהן	bound	אב
אביו	bound	אב
אביון	base	אביון
אביונה	base	אביון,אביונה
אביונו	bound	אביון
אביונות	base	אביונה,אביונות
אביונותה	bound	אביונות
אביונותו	bound	אביונות
אביונותי	bound	אביונות
אביונותיה	bound	אביונה
אביונותיהם	bound	אביונה
אביונותיהן	bound	אביונה
אביונותיו	bound	אביונה
אביונותיי	bound	אביונה
אביונותייך	bound	אביונה
אביונותיך	bound	אביונה
אביונותיכם	bound	אביונה
אביונותיכן	bound	אביונה
אביונותינו	bound	אביונה
אביונותך	bound	אביונות
אביונותכם	bound	אביונות
אביונותכן	bound	אביונות
אביונותם	bound	אביונות
אביונותן	bound	אביונות
אביונותנו	bound	אביונות
אביוני	bound	אביון
אביוניה	bound	אביון
אביוניהם	bound	אביון
אביוניהן	bound	אביון
אביוניו	bound	אביון
אביוניי	bound	אביון
אביונייך	bound	אביון
אביוניך	bound	אביון
אביוניכם	bound	אביון
אביוניכן	bound	אביון
אביונים	plain	אביון
אביונינו	bound	אביון
אביונך	bound	אביון
אביונכם	bound	אביון
אביונכן	bound	אביון
אביונם	bound	אביון
אביונן	bound	אביון
אביוננו	bound	אביון
אביונת	bound	אביונה
אביונתה	bound	אביונה
אביונתו	bound	אביונה
אביונתי	bound	אביונה
אביונתך	bound	אביונה
אביונתכם	bound	אביונה
אביונתכן	bound	אביונה
אביונתם	bound	אביונה
אביונתן	bound	אביונה
אביונתנו	bound	אביונה
אביזר	base	אביזר
אביזרה	bound	אביזר
אביזרו	bound	אביזר
אביזרי	bound	אביזר
אביזריה	bound	אביזר
אביזריהם	bound	אביזר
אביזריהן	bound	אביזר
אביזריו	bound	אביזר
אביזריי	bound	אביזר
אביזרייך	bound	אביזר
אביזריך	bound	אביזר
אביזריכם	bound	אביזר
אביזריכן	bound	אביזר
אביזרים	plain	אביזר
אביזרינו	bound	אביזר
אביזרך	bound	אביזר
אביזרכם	bound	אביזר
אביזרכן	bound	אביזר
אביזרם	bound	אביזר
אביזרן	bound	אביזר
אביזרנו	bound	אביזר
אביחי	name	שונות
אביחיל	name	שונות
אביט	plain	הביט
אביטוב	name	שונות
אביטל	name	שונות
אבייל	plain	בייל
אביים	plain	ביים
אבייץ	plain	בייץ
אבייש	plain	בייש
אביית	plain	ביית
אביך	plain	אב,הביך
אביכם	bound	אב
אביכן	bound	אב
אבימלך	name	שונות
אבין	plain	הבין
אבינדב	name	שונות
אבינה	plain	אבה
אבינו	plain	אב,אבה
אבינועם	name	שונות
אבינעם	name	שונות
אביס	plain	הביס
אביע	plain	הביע
אביעד	name	שונות
אביעזר	name	שונות
אביר	base	אביר
אבירה	bound	אביר
אבירו	bound	אביר
אבירויות	plain	אבירות
אבירויותיה	bound	אבירות
אבירויותיהם	bound	אבירות
אבירויותיהן	bound	אבירות
אבירויותיו	bound	אבירות
אבירויותיי	bound	אבירות
אבירויותייך	bound	אבירות
אבירויותיך	bound	אבירות
אבירויותיכם	bound	אבירות
אבירויותיכן	bound	אבירות
אבירויותינו	bound	אבירות
אבירות	base	אבירות
אבירותה	bound	אבירות
אבירותו	bound	אבירות
אבירותי	bound	אבירות
אבירותך	bound	אבירות
אבירותכם	bound	אבירות
אבירותכן	bound	אבירות
אבירותם	bound	אבירות
אבירותן	bound	אבירות
אבירותנו	bound	אבירות
אבירי	base	אביר,אבירי
אביריה	bound	אביר
אביריהם	bound	אביר
אביריהן	bound	אביר
אביריו	bound	אביר
אביריות	plain	אבירי
אביריי	bound	אביר,אבירי
אבירייך	bound	אביר
אביריים	plain	אבירי
אביריך	bound	אביר
אביריכם	bound	אביר
אביריכן	bound	אביר
אבירים	plain	אביר
אבירינו	bound	אביר
אבירית	plain	אבירי
אבירך	bound	אביר
אבירכם	bound	אביר
אבירכן	bound	אביר
אבירם	bound	אביר,שונות
אבירן	bound	אביר
אבירנו	bound	אביר
אבישג	name	שונות
אבישי	name	שונות
אבית	plain	אבה
אביתי	plain	אבה
אביתם	plain	אבה
אביתן	plain	אבה
אביתר	name	שונות
אבכה	plain	ביכה,בכה
אבכיר	plain	הבכיר
אבכר	plain	ביכר
אבלבל	plain	בלבל
אבלגן	plain	בלגן
אבלה	plain	אבל,בילה,בלה
אבלו	plain	אבל
אבלוט	plain	בלט
אבלול	plain	בלל
אבלום	plain	בלם
אבלוס	plain	בלס
אבלוש	plain	בלש
אבלות	base	אבל,אבלות
אבלותה	bound	אבלות
אבלותו	bound	אבלות
אבלותי	bound	אבלות
אבלותך	bound	אבלות
אבלותכם	bound	אבלות
אבלותכן	bound	אבלות
אבלותם	bound	אבלות
אבלותן	bound	אבלות
אבלותנו	bound	אבלות
אבלי	plain	אבל
אבליג	plain	הבליג
אבליה	bound	אבל
אבליהם	bound	אבל
אבליהן	bound	אבל
אבליו	bound	אבל
אבליח	plain	הבליח
אבליט	plain	הבליט
אבליי	bound	אבל
אבלייך	bound	אבל
אבליך	bound	אבל
אבליכם	bound	אבל
אבליכן	bound	אבל
אבלים	plain	אבל
אבלינו	bound	אבל
אבליע	plain	הבליע
אבלך	bound	אבל
אבלכם	bound	אבל
אבלכן	bound	אבל
אבלל	plain	נבלל
אבלם	plain	אבל,נבלם
אבלן	bound	אבל
אבלנה	plain	אבל
אבלנו	plain	אבל
אבלע	plain	בלע,נבלע
אבלף	plain	בילף
אבלציה	base	אבלציה
אבלציות	plain	אבלציה
אבלציית	bound	אבלציה
אבלת	plain	אבל
אבלתי	plain	אבל
אבלתם	plain	אבל
אבלתן	plain	אבל
אבנאם	plain	בנאם
אבנה	plain	אבן,איבן,בנה,הבנה,נבנה
אבנו	plain	אבן,איבן
אבנט	base	אבנט
אבנטה	bound	אבנט
אבנטו	bound	אבנט
אבנטי	bound	אבנט
אבנטיה	bound	אבנט
אבנטיהם	bound	אבנט
אבנטיהן	bound	אבנט
אבנטיו	bound	אבנט
אבנטיי	bound	אבנט
אבנטייך	bound	אבנט
אבנטיך	bound	אבנט
אבנטיכם	bound	אבנט
אבנטיכן	bound	אבנט
אבנטים	plain	אבנט
אבנטינו	bound	אבנט
אבנטך	bound	אבנט
אבנטכם	bound	אבנט
אבנטכן	bound	אבנט
אבנטם	bound	אבנט
אבנטן	bound	אבנט
אבנטנו	bound	אבנט
אבני	plain	אבן,אבניים,איבן
אבניה	bound	אבן,אבניים
אבניהם	bound	אבן,אבניים
אבניהן	bound	אבן,אבניים
אבניו	bound	אבן,אבניים
אבניי	bound	אבן,אבניים
אבנייך	bound	אבן,אבניים
אבניים	base	אבניים
אבניך	bound	אבן,אבניים
אבניכם	bound	אבן,אבניים
אבניכן	bound	אבן,אבניים
אבנים	plain	אבן
אבנינו	bound	אבן,אבניים
אבנית	base	אבנית
אבניתה	bound	אבנית
אבניתו	bound	אבנית
אבניתי	bound	אבנית
אבניתך	bound	אבנית
אבניתכם	bound	אבנית
